,dataset,embedding_model,agg_method,similarity,edge_constructor,clusterer,depth,connected_nodes,percentage_connected,tag_counts,degree_of_separation
396,medium1k_200,mpnet,mean,euclidean,threshold0.7,kmeans70,1.0,19.0,0.07,"{1: {'Writing': 11, 'Psychology': 6, 'Art': 4, 'Technology': 5, 'Productivity': 5, 'Marketing': 3, 'Mental Health': 3, 'Health': 1, 'Science': 4, 'Entrepreneurship': 2, 'Books': 1, 'Business': 2}, 2: {'Coronavirus': 4, 'Productivity': 13, 'Health': 7, 'Art': 11, 'Life Lessons': 4, 'Mental Health': 8, 'Psychology': 8, 'Science': 9, 'Technology': 8, 'Entrepreneurship': 7, 'Business': 5, 'Entertainment': 2, 'Work': 7, 'CLUSTER': 13, 'Writing': 6}, 3: {'Productivity': 49, 'Work': 9, 'Art': 50, 'Writing': 51, 'Entrepreneurship': 24, 'Marketing': 18, 'Self-awareness': 6, 'Finance': 1, 'Writing Tips': 4, 'CLUSTER': 22, 'Climate Change': 2, 'Technology': 18, 'Science': 15, 'Coronavirus': 6, 'Society': 7, 'Business': 10, 'Storytelling': 4, 'Self Improvement': 18, 'Books': 9, 'Life Lessons': 3, 'Health': 16, 'Psychology': 18, 'Lifestyle': 2, 'Mental Health': 19, 'Life': 3, 'Self': 2, 'Covid 19': 2, 'Culture': 3, 'Education': 2, 'Relationships': 2, 'Entertainment': 1}}",
397,medium1k_200,mpnet,mean,euclidean,threshold0.7,kmeans70,2.0,18.0,0.066,"{1: {'Writing': 11, 'Psychology': 6, 'Art': 4, 'Technology': 5, 'Productivity': 5, 'Marketing': 3, 'Mental Health': 3, 'Health': 1, 'Science': 4, 'Entrepreneurship': 2, 'Books': 1, 'Business': 2}, 2: {'Coronavirus': 4, 'Productivity': 13, 'Health': 7, 'Art': 11, 'Life Lessons': 4, 'Mental Health': 8, 'Psychology': 8, 'Science': 9, 'Technology': 8, 'Entrepreneurship': 7, 'Business': 5, 'Entertainment': 2, 'Work': 7, 'CLUSTER': 13, 'Writing': 6}, 3: {'Productivity': 49, 'Work': 9, 'Art': 50, 'Writing': 51, 'Entrepreneurship': 24, 'Marketing': 18, 'Self-awareness': 6, 'Finance': 1, 'Writing Tips': 4, 'CLUSTER': 22, 'Climate Change': 2, 'Technology': 18, 'Science': 15, 'Coronavirus': 6, 'Society': 7, 'Business': 10, 'Storytelling': 4, 'Self Improvement': 18, 'Books': 9, 'Life Lessons': 3, 'Health': 16, 'Psychology': 18, 'Lifestyle': 2, 'Mental Health': 19, 'Life': 3, 'Self': 2, 'Covid 19': 2, 'Culture': 3, 'Education': 2, 'Relationships': 2, 'Entertainment': 1}}",
398,medium1k_200,mpnet,mean,euclidean,threshold0.7,kmeans70,3.0,100.0,0.369,"{1: {'Writing': 11, 'Psychology': 6, 'Art': 4, 'Technology': 5, 'Productivity': 5, 'Marketing': 3, 'Mental Health': 3, 'Health': 1, 'Science': 4, 'Entrepreneurship': 2, 'Books': 1, 'Business': 2}, 2: {'Coronavirus': 4, 'Productivity': 13, 'Health': 7, 'Art': 11, 'Life Lessons': 4, 'Mental Health': 8, 'Psychology': 8, 'Science': 9, 'Technology': 8, 'Entrepreneurship': 7, 'Business': 5, 'Entertainment': 2, 'Work': 7, 'CLUSTER': 13, 'Writing': 6}, 3: {'Productivity': 49, 'Work': 9, 'Art': 50, 'Writing': 51, 'Entrepreneurship': 24, 'Marketing': 18, 'Self-awareness': 6, 'Finance': 1, 'Writing Tips': 4, 'CLUSTER': 22, 'Climate Change': 2, 'Technology': 18, 'Science': 15, 'Coronavirus': 6, 'Society': 7, 'Business': 10, 'Storytelling': 4, 'Self Improvement': 18, 'Books': 9, 'Life Lessons': 3, 'Health': 16, 'Psychology': 18, 'Lifestyle': 2, 'Mental Health': 19, 'Life': 3, 'Self': 2, 'Covid 19': 2, 'Culture': 3, 'Education': 2, 'Relationships': 2, 'Entertainment': 1}}",
399,medium1k_200,mpnet,mean,euclidean,threshold0.7,gmm50,1.0,23.0,0.092,"{1: {'Mental Health': 2, 'Health': 2, 'Science': 4, 'Self Improvement': 2, 'Writing': 16, 'Art': 6, 'Productivity': 8, 'Technology': 4, 'Entrepreneurship': 5, 'Psychology': 3, 'Marketing': 7, 'Books': 1, 'Business': 1}, 2: {'Productivity': 15, 'Health': 8, 'Entrepreneurship': 3, 'Science': 6, 'Self Improvement': 6, 'Mental Health': 7, 'Psychology': 6, 'CLUSTER': 5, 'Writing': 11, 'Art': 8, 'Marketing': 1}, 3: {'Writing': 17, 'Psychology': 26, 'Art': 30, 'Coronavirus': 8, 'Productivity': 23, 'Health': 26, 'Life Lessons': 3, 'Mental Health': 25, 'Science': 15, 'Technology': 15, 'Entrepreneurship': 7, 'Business': 14, 'Entertainment': 3, 'Work': 5, 'CLUSTER': 18, 'Society': 10, 'Self': 3, 'Covid 19': 3, 'Culture': 5, 'LGBTQ': 1, 'Relationships': 2, 'Life': 3, 'Books': 3, 'Education': 1, 'Self Improvement': 3, 'Lifestyle': 2, 'Marketing': 1}}",
400,medium1k_200,mpnet,mean,euclidean,threshold0.7,gmm50,2.0,19.0,0.076,"{1: {'Mental Health': 2, 'Health': 2, 'Science': 4, 'Self Improvement': 2, 'Writing': 16, 'Art': 6, 'Productivity': 8, 'Technology': 4, 'Entrepreneurship': 5, 'Psychology': 3, 'Marketing': 7, 'Books': 1, 'Business': 1}, 2: {'Productivity': 15, 'Health': 8, 'Entrepreneurship': 3, 'Science': 6, 'Self Improvement': 6, 'Mental Health': 7, 'Psychology': 6, 'CLUSTER': 5, 'Writing': 11, 'Art': 8, 'Marketing': 1}, 3: {'Writing': 17, 'Psychology': 26, 'Art': 30, 'Coronavirus': 8, 'Productivity': 23, 'Health': 26, 'Life Lessons': 3, 'Mental Health': 25, 'Science': 15, 'Technology': 15, 'Entrepreneurship': 7, 'Business': 14, 'Entertainment': 3, 'Work': 5, 'CLUSTER': 18, 'Society': 10, 'Self': 3, 'Covid 19': 3, 'Culture': 5, 'LGBTQ': 1, 'Relationships': 2, 'Life': 3, 'Books': 3, 'Education': 1, 'Self Improvement': 3, 'Lifestyle': 2, 'Marketing': 1}}",
401,medium1k_200,mpnet,mean,euclidean,threshold0.7,gmm50,3.0,65.0,0.259,"{1: {'Mental Health': 2, 'Health': 2, 'Science': 4, 'Self Improvement': 2, 'Writing': 16, 'Art': 6, 'Productivity': 8, 'Technology': 4, 'Entrepreneurship': 5, 'Psychology': 3, 'Marketing': 7, 'Books': 1, 'Business': 1}, 2: {'Productivity': 15, 'Health': 8, 'Entrepreneurship': 3, 'Science': 6, 'Self Improvement': 6, 'Mental Health': 7, 'Psychology': 6, 'CLUSTER': 5, 'Writing': 11, 'Art': 8, 'Marketing': 1}, 3: {'Writing': 17, 'Psychology': 26, 'Art': 30, 'Coronavirus': 8, 'Productivity': 23, 'Health': 26, 'Life Lessons': 3, 'Mental Health': 25, 'Science': 15, 'Technology': 15, 'Entrepreneurship': 7, 'Business': 14, 'Entertainment': 3, 'Work': 5, 'CLUSTER': 18, 'Society': 10, 'Self': 3, 'Covid 19': 3, 'Culture': 5, 'LGBTQ': 1, 'Relationships': 2, 'Life': 3, 'Books': 3, 'Education': 1, 'Self Improvement': 3, 'Lifestyle': 2, 'Marketing': 1}}",
402,medium1k_200,mpnet,mean,euclidean,threshold0.7,gmm70,1.0,34.0,0.125,"{1: {'Mental Health': 4, 'Health': 2, 'Science': 5, 'Self Improvement': 1, 'Writing': 19, 'Art': 13, 'Productivity': 17, 'Marketing': 7, 'Entrepreneurship': 4, 'Business': 2, 'Technology': 5, 'Life': 1, 'Books': 1, 'Psychology': 5}, 2: {'Productivity': 12, 'Health': 2, 'Mental Health': 2, 'Psychology': 1, 'Self Improvement': 4, 'CLUSTER': 1, 'Science': 1, 'Writing': 13, 'Art': 10, 'Marketing': 1, 'Technology': 2, 'Entrepreneurship': 1}, 3: {'Productivity': 1, 'Health': 2, 'Entrepreneurship': 1, 'Science': 2, 'Self Improvement': 1, 'Mental Health': 1, 'Writing': 1, 'Art': 1}}",
403,medium1k_200,mpnet,mean,euclidean,threshold0.7,gmm70,2.0,18.0,0.066,"{1: {'Mental Health': 4, 'Health': 2, 'Science': 5, 'Self Improvement': 1, 'Writing': 19, 'Art': 13, 'Productivity': 17, 'Marketing': 7, 'Entrepreneurship': 4, 'Business': 2, 'Technology': 5, 'Life': 1, 'Books': 1, 'Psychology': 5}, 2: {'Productivity': 12, 'Health': 2, 'Mental Health': 2, 'Psychology': 1, 'Self Improvement': 4, 'CLUSTER': 1, 'Science': 1, 'Writing': 13, 'Art': 10, 'Marketing': 1, 'Technology': 2, 'Entrepreneurship': 1}, 3: {'Productivity': 1, 'Health': 2, 'Entrepreneurship': 1, 'Science': 2, 'Self Improvement': 1, 'Mental Health': 1, 'Writing': 1, 'Art': 1}}",
404,medium1k_200,mpnet,mean,euclidean,threshold0.7,gmm70,3.0,3.0,0.011,"{1: {'Mental Health': 4, 'Health': 2, 'Science': 5, 'Self Improvement': 1, 'Writing': 19, 'Art': 13, 'Productivity': 17, 'Marketing': 7, 'Entrepreneurship': 4, 'Business': 2, 'Technology': 5, 'Life': 1, 'Books': 1, 'Psychology': 5}, 2: {'Productivity': 12, 'Health': 2, 'Mental Health': 2, 'Psychology': 1, 'Self Improvement': 4, 'CLUSTER': 1, 'Science': 1, 'Writing': 13, 'Art': 10, 'Marketing': 1, 'Technology': 2, 'Entrepreneurship': 1}, 3: {'Productivity': 1, 'Health': 2, 'Entrepreneurship': 1, 'Science': 2, 'Self Improvement': 1, 'Mental Health': 1, 'Writing': 1, 'Art': 1}}",
405,medium1k_200,mpnet,mean,euclidean,threshold0.9,kmeans50,1.0,1.0,0.004,"{1: {'Writing': 1, 'Psychology': 1, 'Art': 1}, 2: {'Coronavirus': 1, 'Productivity': 7, 'Health': 2, 'Art': 4, 'Life Lessons': 1, 'Writing': 1, 'Books': 1, 'Mental Health': 2, 'Psychology': 3, 'Science': 3, 'Technology': 1, 'Entrepreneurship': 1, 'Business': 1, 'Entertainment': 1, 'Work': 2}}",
406,medium1k_200,mpnet,mean,euclidean,threshold0.9,kmeans50,2.0,8.0,0.032,"{1: {'Writing': 1, 'Psychology': 1, 'Art': 1}, 2: {'Coronavirus': 1, 'Productivity': 7, 'Health': 2, 'Art': 4, 'Life Lessons': 1, 'Writing': 1, 'Books': 1, 'Mental Health': 2, 'Psychology': 3, 'Science': 3, 'Technology': 1, 'Entrepreneurship': 1, 'Business': 1, 'Entertainment': 1, 'Work': 2}}",
407,medium1k_200,mpnet,mean,euclidean,threshold0.9,kmeans70,1.0,1.0,0.004,"{1: {'Writing': 1, 'Psychology': 1, 'Art': 1}, 2: {'Coronavirus': 1, 'Productivity': 4, 'Health': 2, 'Art': 3, 'Life Lessons': 1, 'Mental Health': 1, 'Psychology': 2, 'Science': 2, 'Technology': 1, 'Entrepreneurship': 1, 'Business': 1, 'Entertainment': 1, 'Work': 1}}",
408,medium1k_200,mpnet,mean,euclidean,threshold0.9,kmeans70,2.0,5.0,0.018,"{1: {'Writing': 1, 'Psychology': 1, 'Art': 1}, 2: {'Coronavirus': 1, 'Productivity': 4, 'Health': 2, 'Art': 3, 'Life Lessons': 1, 'Mental Health': 1, 'Psychology': 2, 'Science': 2, 'Technology': 1, 'Entrepreneurship': 1, 'Business': 1, 'Entertainment': 1, 'Work': 1}}",
409,medium1k_200,mpnet,mean,euclidean,threshold0.9,gmm50,1.0,1.0,0.004,"{1: {'Mental Health': 1, 'Health': 1, 'Science': 1, 'Self Improvement': 1}, 2: {'Productivity': 2, 'Health': 3, 'Entrepreneurship': 1, 'Science': 2, 'Self Improvement': 2, 'Mental Health': 2, 'Psychology': 1}}",
410,medium1k_200,mpnet,mean,euclidean,threshold0.9,gmm50,2.0,3.0,0.012,"{1: {'Mental Health': 1, 'Health': 1, 'Science': 1, 'Self Improvement': 1}, 2: {'Productivity': 2, 'Health': 3, 'Entrepreneurship': 1, 'Science': 2, 'Self Improvement': 2, 'Mental Health': 2, 'Psychology': 1}}",
411,medium1k_200,mpnet,mean,euclidean,threshold0.9,gmm70,1.0,1.0,0.004,"{1: {'Mental Health': 1, 'Health': 1, 'Science': 1, 'Self Improvement': 1}, 2: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}}",
412,medium1k_200,mpnet,mean,euclidean,threshold0.9,gmm70,2.0,1.0,0.004,"{1: {'Mental Health': 1, 'Health': 1, 'Science': 1, 'Self Improvement': 1}, 2: {'Productivity': 1, 'Health': 1, 'Mental Health': 1, 'Psychology': 1, 'Self Improvement': 1}}",
413,medium1k_200,mpnet,mean,euclidean,mutual_knn50,kmeans50,1.0,7.0,0.028,"{1: {'Psychology': 4, 'Art': 5, 'Writing': 2}, 2: {'Productivity': 15, 'Work': 5, 'Health': 23, 'Art': 17, 'CLUSTER': 49, 'Writing': 12, 'Mental Health': 18, 'Business': 15, 'Technology': 29, 'Psychology': 21, 'Books': 6, 'Entrepreneurship': 12, 'Science': 20, 'Life Lessons': 3, 'Entertainment': 6, 'Coronavirus': 6}, 3: {'Productivity': 56, 'Life': 6, 'Business': 33, 'Art': 66, 'Writing': 69, 'Psychology': 39, 'Work': 8, 'Health': 47, 'Education': 2, 'Self Improvement': 21, 'Books': 13, 'Mental Health': 36, 'Technology': 55, 'Lifestyle': 8, 'Entrepreneurship': 33, 'Marketing': 27, 'Self': 4, 'Self-awareness': 7, 'Food': 1, 'Science': 41, 'Society': 11, 'Life Lessons': 4, 'Culture': 9, 'Entertainment': 8, 'Relationships': 4, 'Coronavirus': 13, 'Storytelling': 6, 'Writing Tips': 5, 'Climate Change': 4, 'Covid 19': 6, 'LGBTQ': 1, 'Finance': 1}}",
414,medium1k_200,mpnet,mean,euclidean,mutual_knn50,kmeans50,2.0,49.0,0.195,"{1: {'Psychology': 4, 'Art': 5, 'Writing': 2}, 2: {'Productivity': 15, 'Work': 5, 'Health': 23, 'Art': 17, 'CLUSTER': 49, 'Writing': 12, 'Mental Health': 18, 'Business': 15, 'Technology': 29, 'Psychology': 21, 'Books': 6, 'Entrepreneurship': 12, 'Science': 20, 'Life Lessons': 3, 'Entertainment': 6, 'Coronavirus': 6}, 3: {'Productivity': 56, 'Life': 6, 'Business': 33, 'Art': 66, 'Writing': 69, 'Psychology': 39, 'Work': 8, 'Health': 47, 'Education': 2, 'Self Improvement': 21, 'Books': 13, 'Mental Health': 36, 'Technology': 55, 'Lifestyle': 8, 'Entrepreneurship': 33, 'Marketing': 27, 'Self': 4, 'Self-awareness': 7, 'Food': 1, 'Science': 41, 'Society': 11, 'Life Lessons': 4, 'Culture': 9, 'Entertainment': 8, 'Relationships': 4, 'Coronavirus': 13, 'Storytelling': 6, 'Writing Tips': 5, 'Climate Change': 4, 'Covid 19': 6, 'LGBTQ': 1, 'Finance': 1}}",
415,medium1k_200,mpnet,mean,euclidean,mutual_knn50,kmeans50,3.0,191.0,0.761,"{1: {'Psychology': 4, 'Art': 5, 'Writing': 2}, 2: {'Productivity': 15, 'Work': 5, 'Health': 23, 'Art': 17, 'CLUSTER': 49, 'Writing': 12, 'Mental Health': 18, 'Business': 15, 'Technology': 29, 'Psychology': 21, 'Books': 6, 'Entrepreneurship': 12, 'Science': 20, 'Life Lessons': 3, 'Entertainment': 6, 'Coronavirus': 6}, 3: {'Productivity': 56, 'Life': 6, 'Business': 33, 'Art': 66, 'Writing': 69, 'Psychology': 39, 'Work': 8, 'Health': 47, 'Education': 2, 'Self Improvement': 21, 'Books': 13, 'Mental Health': 36, 'Technology': 55, 'Lifestyle': 8, 'Entrepreneurship': 33, 'Marketing': 27, 'Self': 4, 'Self-awareness': 7, 'Food': 1, 'Science': 41, 'Society': 11, 'Life Lessons': 4, 'Culture': 9, 'Entertainment': 8, 'Relationships': 4, 'Coronavirus': 13, 'Storytelling': 6, 'Writing Tips': 5, 'Climate Change': 4, 'Covid 19': 6, 'LGBTQ': 1, 'Finance': 1}}",
416,medium1k_200,mpnet,mean,euclidean,mutual_knn50,kmeans70,1.0,6.0,0.022,"{1: {'Art': 4, 'Psychology': 3, 'Writing': 1, 'Technology': 1, 'Science': 1}, 2: {'Productivity': 17, 'Art': 23, 'CLUSTER': 50, 'Writing': 17, 'Business': 18, 'Technology': 21, 'Entrepreneurship': 15, 'Health': 19, 'Science': 18, 'Mental Health': 19, 'Psychology': 20, 'Work': 8, 'Coronavirus': 6, 'Life Lessons': 3, 'Entertainment': 6}, 3: {'Writing': 70, 'Entrepreneurship': 33, 'Marketing': 27, 'Business': 32, 'Productivity': 59, 'Technology': 48, 'Art': 67, 'CLUSTER': 18, 'Health': 47, 'Science': 41, 'Lifestyle': 8, 'Mental Health': 36, 'Psychology': 39, 'Food': 1, 'Storytelling': 6, 'Self Improvement': 20, 'Work': 9, 'Books': 13, 'Coronavirus': 13, 'Life Lessons': 4, 'Society': 11, 'Covid 19': 6, 'Culture': 6, 'Life': 5, 'Relationships': 4, 'Self': 4, 'Entertainment': 8, 'Self-awareness': 7, 'Education': 2, 'Writing Tips': 5, 'Climate Change': 4, 'Finance': 1}}",
417,medium1k_200,mpnet,mean,euclidean,mutual_knn50,kmeans70,2.0,50.0,0.185,"{1: {'Art': 4, 'Psychology': 3, 'Writing': 1, 'Technology': 1, 'Science': 1}, 2: {'Productivity': 17, 'Art': 23, 'CLUSTER': 50, 'Writing': 17, 'Business': 18, 'Technology': 21, 'Entrepreneurship': 15, 'Health': 19, 'Science': 18, 'Mental Health': 19, 'Psychology': 20, 'Work': 8, 'Coronavirus': 6, 'Life Lessons': 3, 'Entertainment': 6}, 3: {'Writing': 70, 'Entrepreneurship': 33, 'Marketing': 27, 'Business': 32, 'Productivity': 59, 'Technology': 48, 'Art': 67, 'CLUSTER': 18, 'Health': 47, 'Science': 41, 'Lifestyle': 8, 'Mental Health': 36, 'Psychology': 39, 'Food': 1, 'Storytelling': 6, 'Self Improvement': 20, 'Work': 9, 'Books': 13, 'Coronavirus': 13, 'Life Lessons': 4, 'Society': 11, 'Covid 19': 6, 'Culture': 6, 'Life': 5, 'Relationships': 4, 'Self': 4, 'Entertainment': 8, 'Self-awareness': 7, 'Education': 2, 'Writing Tips': 5, 'Climate Change': 4, 'Finance': 1}}",
418,medium1k_200,mpnet,mean,euclidean,mutual_knn50,kmeans70,3.0,192.0,0.708,"{1: {'Art': 4, 'Psychology': 3, 'Writing': 1, 'Technology': 1, 'Science': 1}, 2: {'Productivity': 17, 'Art': 23, 'CLUSTER': 50, 'Writing': 17, 'Business': 18, 'Technology': 21, 'Entrepreneurship': 15, 'Health': 19, 'Science': 18, 'Mental Health': 19, 'Psychology': 20, 'Work': 8, 'Coronavirus': 6, 'Life Lessons': 3, 'Entertainment': 6}, 3: {'Writing': 70, 'Entrepreneurship': 33, 'Marketing': 27, 'Business': 32, 'Productivity': 59, 'Technology': 48, 'Art': 67, 'CLUSTER': 18, 'Health': 47, 'Science': 41, 'Lifestyle': 8, 'Mental Health': 36, 'Psychology': 39, 'Food': 1, 'Storytelling': 6, 'Self Improvement': 20, 'Work': 9, 'Books': 13, 'Coronavirus': 13, 'Life Lessons': 4, 'Society': 11, 'Covid 19': 6, 'Culture': 6, 'Life': 5, 'Relationships': 4, 'Self': 4, 'Entertainment': 8, 'Self-awareness': 7, 'Education': 2, 'Writing Tips': 5, 'Climate Change': 4, 'Finance': 1}}",
419,medium1k_200,mpnet,mean,euclidean,mutual_knn50,gmm50,1.0,4.0,0.016,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'CLUSTER': 49, 'Mental Health': 17, 'Health': 22, 'Psychology': 18, 'Productivity': 16, 'Self Improvement': 11, 'Science': 16, 'Entrepreneurship': 11}, 3: {'Mental Health': 35, 'Health': 45, 'Psychology': 42, 'Entertainment': 9, 'Art': 71, 'Productivity': 61, 'Life': 6, 'Business': 34, 'Writing': 71, 'Books': 14, 'Work': 10, 'Education': 2, 'Self Improvement': 18, 'Technology': 56, 'Lifestyle': 8, 'Science': 41, 'Culture': 9, 'Relationships': 4, 'Storytelling': 6, 'Marketing': 27, 'Entrepreneurship': 33, 'Writing Tips': 5, 'Coronavirus': 14, 'Covid 19': 6, 'Food': 1, 'Self-awareness': 7, 'Finance': 1, 'Life Lessons': 5, 'Climate Change': 4, 'Self': 4, 'Society': 11, 'LGBTQ': 1}}",
420,medium1k_200,mpnet,mean,euclidean,mutual_knn50,gmm50,2.0,49.0,0.195,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'CLUSTER': 49, 'Mental Health': 17, 'Health': 22, 'Psychology': 18, 'Productivity': 16, 'Self Improvement': 11, 'Science': 16, 'Entrepreneurship': 11}, 3: {'Mental Health': 35, 'Health': 45, 'Psychology': 42, 'Entertainment': 9, 'Art': 71, 'Productivity': 61, 'Life': 6, 'Business': 34, 'Writing': 71, 'Books': 14, 'Work': 10, 'Education': 2, 'Self Improvement': 18, 'Technology': 56, 'Lifestyle': 8, 'Science': 41, 'Culture': 9, 'Relationships': 4, 'Storytelling': 6, 'Marketing': 27, 'Entrepreneurship': 33, 'Writing Tips': 5, 'Coronavirus': 14, 'Covid 19': 6, 'Food': 1, 'Self-awareness': 7, 'Finance': 1, 'Life Lessons': 5, 'Climate Change': 4, 'Self': 4, 'Society': 11, 'LGBTQ': 1}}",
421,medium1k_200,mpnet,mean,euclidean,mutual_knn50,gmm50,3.0,196.0,0.781,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'CLUSTER': 49, 'Mental Health': 17, 'Health': 22, 'Psychology': 18, 'Productivity': 16, 'Self Improvement': 11, 'Science': 16, 'Entrepreneurship': 11}, 3: {'Mental Health': 35, 'Health': 45, 'Psychology': 42, 'Entertainment': 9, 'Art': 71, 'Productivity': 61, 'Life': 6, 'Business': 34, 'Writing': 71, 'Books': 14, 'Work': 10, 'Education': 2, 'Self Improvement': 18, 'Technology': 56, 'Lifestyle': 8, 'Science': 41, 'Culture': 9, 'Relationships': 4, 'Storytelling': 6, 'Marketing': 27, 'Entrepreneurship': 33, 'Writing Tips': 5, 'Coronavirus': 14, 'Covid 19': 6, 'Food': 1, 'Self-awareness': 7, 'Finance': 1, 'Life Lessons': 5, 'Climate Change': 4, 'Self': 4, 'Society': 11, 'LGBTQ': 1}}",
422,medium1k_200,mpnet,mean,euclidean,mutual_knn50,gmm70,1.0,2.0,0.007,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1}, 2: {'Productivity': 17, 'Health': 22, 'CLUSTER': 50, 'Mental Health': 21, 'Psychology': 25, 'Science': 20, 'Self Improvement': 10}, 3: {'Productivity': 62, 'Life': 6, 'Business': 32, 'Art': 70, 'Coronavirus': 13, 'Health': 45, 'Life Lessons': 5, 'Writing': 70, 'Entrepreneurship': 34, 'Psychology': 42, 'Books': 13, 'Mental Health': 36, 'Science': 42, 'Self-awareness': 7, 'Self': 4, 'Writing Tips': 5, 'Education': 2, 'Technology': 53, 'CLUSTER': 19, 'Entertainment': 8, 'Work': 10, 'Lifestyle': 7, 'Climate Change': 4, 'Marketing': 24, 'Culture': 6, 'Relationships': 3, 'Society': 11, 'Self Improvement': 19, 'Covid 19': 6, 'Food': 1, 'Finance': 1, 'LGBTQ': 1, 'Storytelling': 4}}",
423,medium1k_200,mpnet,mean,euclidean,mutual_knn50,gmm70,2.0,50.0,0.185,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1}, 2: {'Productivity': 17, 'Health': 22, 'CLUSTER': 50, 'Mental Health': 21, 'Psychology': 25, 'Science': 20, 'Self Improvement': 10}, 3: {'Productivity': 62, 'Life': 6, 'Business': 32, 'Art': 70, 'Coronavirus': 13, 'Health': 45, 'Life Lessons': 5, 'Writing': 70, 'Entrepreneurship': 34, 'Psychology': 42, 'Books': 13, 'Mental Health': 36, 'Science': 42, 'Self-awareness': 7, 'Self': 4, 'Writing Tips': 5, 'Education': 2, 'Technology': 53, 'CLUSTER': 19, 'Entertainment': 8, 'Work': 10, 'Lifestyle': 7, 'Climate Change': 4, 'Marketing': 24, 'Culture': 6, 'Relationships': 3, 'Society': 11, 'Self Improvement': 19, 'Covid 19': 6, 'Food': 1, 'Finance': 1, 'LGBTQ': 1, 'Storytelling': 4}}",
424,medium1k_200,mpnet,mean,euclidean,mutual_knn50,gmm70,3.0,198.0,0.731,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1}, 2: {'Productivity': 17, 'Health': 22, 'CLUSTER': 50, 'Mental Health': 21, 'Psychology': 25, 'Science': 20, 'Self Improvement': 10}, 3: {'Productivity': 62, 'Life': 6, 'Business': 32, 'Art': 70, 'Coronavirus': 13, 'Health': 45, 'Life Lessons': 5, 'Writing': 70, 'Entrepreneurship': 34, 'Psychology': 42, 'Books': 13, 'Mental Health': 36, 'Science': 42, 'Self-awareness': 7, 'Self': 4, 'Writing Tips': 5, 'Education': 2, 'Technology': 53, 'CLUSTER': 19, 'Entertainment': 8, 'Work': 10, 'Lifestyle': 7, 'Climate Change': 4, 'Marketing': 24, 'Culture': 6, 'Relationships': 3, 'Society': 11, 'Self Improvement': 19, 'Covid 19': 6, 'Food': 1, 'Finance': 1, 'LGBTQ': 1, 'Storytelling': 4}}",
425,medium1k_200,mpnet,mean,euclidean,mutual_knn70,kmeans50,1.0,7.0,0.028,"{1: {'Psychology': 4, 'Art': 5, 'Writing': 2}, 2: {'Productivity': 15, 'Work': 5, 'Health': 23, 'Art': 17, 'CLUSTER': 49, 'Writing': 12, 'Mental Health': 18, 'Business': 15, 'Technology': 29, 'Psychology': 21, 'Books': 6, 'Entrepreneurship': 12, 'Science': 20, 'Life Lessons': 3, 'Entertainment': 6, 'Coronavirus': 6}, 3: {'Productivity': 56, 'Life': 6, 'Business': 33, 'Art': 66, 'Writing': 69, 'Psychology': 39, 'Work': 8, 'Health': 47, 'Education': 2, 'Self Improvement': 21, 'Books': 13, 'Mental Health': 36, 'Technology': 55, 'Lifestyle': 8, 'Entrepreneurship': 33, 'Marketing': 27, 'Self': 4, 'Self-awareness': 7, 'Food': 1, 'Science': 41, 'Society': 11, 'Life Lessons': 4, 'Culture': 9, 'Entertainment': 8, 'Relationships': 4, 'Coronavirus': 13, 'Storytelling': 6, 'Writing Tips': 5, 'Climate Change': 4, 'Covid 19': 6, 'LGBTQ': 1, 'Finance': 1}}",
426,medium1k_200,mpnet,mean,euclidean,mutual_knn70,kmeans50,2.0,49.0,0.195,"{1: {'Psychology': 4, 'Art': 5, 'Writing': 2}, 2: {'Productivity': 15, 'Work': 5, 'Health': 23, 'Art': 17, 'CLUSTER': 49, 'Writing': 12, 'Mental Health': 18, 'Business': 15, 'Technology': 29, 'Psychology': 21, 'Books': 6, 'Entrepreneurship': 12, 'Science': 20, 'Life Lessons': 3, 'Entertainment': 6, 'Coronavirus': 6}, 3: {'Productivity': 56, 'Life': 6, 'Business': 33, 'Art': 66, 'Writing': 69, 'Psychology': 39, 'Work': 8, 'Health': 47, 'Education': 2, 'Self Improvement': 21, 'Books': 13, 'Mental Health': 36, 'Technology': 55, 'Lifestyle': 8, 'Entrepreneurship': 33, 'Marketing': 27, 'Self': 4, 'Self-awareness': 7, 'Food': 1, 'Science': 41, 'Society': 11, 'Life Lessons': 4, 'Culture': 9, 'Entertainment': 8, 'Relationships': 4, 'Coronavirus': 13, 'Storytelling': 6, 'Writing Tips': 5, 'Climate Change': 4, 'Covid 19': 6, 'LGBTQ': 1, 'Finance': 1}}",
