,dataset,embedding_model,agg_method,similarity,edge constructor,clusterer,depth,connected_nodes,percentage_connected,tag_counts,degree_of_separation
217,medium1k_200,mpnet,mean,soft_cosine,knn_mst50,gmm70,1.0,4.0,0.015,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1, 'Entrepreneurship': 1, 'Business': 1, 'Technology': 1}, 2: {'CLUSTER': 55, 'Health': 26, 'Science': 22, 'Psychology': 26, 'Productivity': 17, 'Mental Health': 22, 'Self Improvement': 10}, 3: {'Technology': 55, 'Health': 47, 'Science': 43, 'Lifestyle': 8, 'CLUSTER': 14, 'Coronavirus': 14, 'Life': 6, 'Psychology': 42, 'Marketing': 23, 'Business': 27, 'Art': 68, 'Writing': 70, 'Productivity': 59, 'Culture': 9, 'Relationships': 4, 'Society': 11, 'Mental Health': 36, 'Entertainment': 9, 'Life Lessons': 5, 'Self Improvement': 19, 'Entrepreneurship': 28, 'Self-awareness': 7, 'Work': 10, 'Finance': 1, 'Writing Tips': 5, 'Food': 1, 'Covid 19': 6, 'Self': 4, 'LGBTQ': 1, 'Climate Change': 4, 'Books': 14, 'Storytelling': 5, 'Education': 2}}",
218,medium1k_200,mpnet,mean,soft_cosine,knn_mst50,gmm70,2.0,55.0,0.203,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1, 'Entrepreneurship': 1, 'Business': 1, 'Technology': 1}, 2: {'CLUSTER': 55, 'Health': 26, 'Science': 22, 'Psychology': 26, 'Productivity': 17, 'Mental Health': 22, 'Self Improvement': 10}, 3: {'Technology': 55, 'Health': 47, 'Science': 43, 'Lifestyle': 8, 'CLUSTER': 14, 'Coronavirus': 14, 'Life': 6, 'Psychology': 42, 'Marketing': 23, 'Business': 27, 'Art': 68, 'Writing': 70, 'Productivity': 59, 'Culture': 9, 'Relationships': 4, 'Society': 11, 'Mental Health': 36, 'Entertainment': 9, 'Life Lessons': 5, 'Self Improvement': 19, 'Entrepreneurship': 28, 'Self-awareness': 7, 'Work': 10, 'Finance': 1, 'Writing Tips': 5, 'Food': 1, 'Covid 19': 6, 'Self': 4, 'LGBTQ': 1, 'Climate Change': 4, 'Books': 14, 'Storytelling': 5, 'Education': 2}}",
219,medium1k_200,mpnet,mean,soft_cosine,knn_mst50,gmm70,3.0,196.0,0.723,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1, 'Entrepreneurship': 1, 'Business': 1, 'Technology': 1}, 2: {'CLUSTER': 55, 'Health': 26, 'Science': 22, 'Psychology': 26, 'Productivity': 17, 'Mental Health': 22, 'Self Improvement': 10}, 3: {'Technology': 55, 'Health': 47, 'Science': 43, 'Lifestyle': 8, 'CLUSTER': 14, 'Coronavirus': 14, 'Life': 6, 'Psychology': 42, 'Marketing': 23, 'Business': 27, 'Art': 68, 'Writing': 70, 'Productivity': 59, 'Culture': 9, 'Relationships': 4, 'Society': 11, 'Mental Health': 36, 'Entertainment': 9, 'Life Lessons': 5, 'Self Improvement': 19, 'Entrepreneurship': 28, 'Self-awareness': 7, 'Work': 10, 'Finance': 1, 'Writing Tips': 5, 'Food': 1, 'Covid 19': 6, 'Self': 4, 'LGBTQ': 1, 'Climate Change': 4, 'Books': 14, 'Storytelling': 5, 'Education': 2}}",
220,medium1k_200,mpnet,mean,soft_cosine,knn_mst70,kmeans50,1.0,7.0,0.028,"{1: {'Art': 5, 'Psychology': 4, 'Writing': 2}, 2: {'Coronavirus': 6, 'Health': 23, 'CLUSTER': 49, 'Technology': 29, 'Science': 20, 'Mental Health': 18, 'Psychology': 21, 'Entertainment': 6, 'Productivity': 15, 'Work': 5, 'Art': 17, 'Writing': 12, 'Business': 15, 'Entrepreneurship': 12, 'Books': 6, 'Life Lessons': 3}, 3: {'Coronavirus': 13, 'Health': 47, 'Technology': 55, 'Life': 6, 'Science': 41, 'Covid 19': 6, 'Psychology': 39, 'Mental Health': 36, 'Entertainment': 8, 'Culture': 9, 'Productivity': 56, 'Lifestyle': 8, 'Marketing': 27, 'Art': 66, 'Writing': 69, 'Writing Tips': 5, 'Business': 33, 'Entrepreneurship': 33, 'Work': 8, 'Society': 11, 'Books': 13, 'Relationships': 4, 'Storytelling': 6, 'Self Improvement': 21, 'Climate Change': 4, 'Life Lessons': 4, 'Education': 2, 'Self-awareness': 7, 'LGBTQ': 1, 'Self': 4, 'Finance': 1, 'Food': 1}}",
221,medium1k_200,mpnet,mean,soft_cosine,knn_mst70,kmeans50,2.0,49.0,0.195,"{1: {'Art': 5, 'Psychology': 4, 'Writing': 2}, 2: {'Coronavirus': 6, 'Health': 23, 'CLUSTER': 49, 'Technology': 29, 'Science': 20, 'Mental Health': 18, 'Psychology': 21, 'Entertainment': 6, 'Productivity': 15, 'Work': 5, 'Art': 17, 'Writing': 12, 'Business': 15, 'Entrepreneurship': 12, 'Books': 6, 'Life Lessons': 3}, 3: {'Coronavirus': 13, 'Health': 47, 'Technology': 55, 'Life': 6, 'Science': 41, 'Covid 19': 6, 'Psychology': 39, 'Mental Health': 36, 'Entertainment': 8, 'Culture': 9, 'Productivity': 56, 'Lifestyle': 8, 'Marketing': 27, 'Art': 66, 'Writing': 69, 'Writing Tips': 5, 'Business': 33, 'Entrepreneurship': 33, 'Work': 8, 'Society': 11, 'Books': 13, 'Relationships': 4, 'Storytelling': 6, 'Self Improvement': 21, 'Climate Change': 4, 'Life Lessons': 4, 'Education': 2, 'Self-awareness': 7, 'LGBTQ': 1, 'Self': 4, 'Finance': 1, 'Food': 1}}",
222,medium1k_200,mpnet,mean,soft_cosine,knn_mst70,kmeans50,3.0,191.0,0.761,"{1: {'Art': 5, 'Psychology': 4, 'Writing': 2}, 2: {'Coronavirus': 6, 'Health': 23, 'CLUSTER': 49, 'Technology': 29, 'Science': 20, 'Mental Health': 18, 'Psychology': 21, 'Entertainment': 6, 'Productivity': 15, 'Work': 5, 'Art': 17, 'Writing': 12, 'Business': 15, 'Entrepreneurship': 12, 'Books': 6, 'Life Lessons': 3}, 3: {'Coronavirus': 13, 'Health': 47, 'Technology': 55, 'Life': 6, 'Science': 41, 'Covid 19': 6, 'Psychology': 39, 'Mental Health': 36, 'Entertainment': 8, 'Culture': 9, 'Productivity': 56, 'Lifestyle': 8, 'Marketing': 27, 'Art': 66, 'Writing': 69, 'Writing Tips': 5, 'Business': 33, 'Entrepreneurship': 33, 'Work': 8, 'Society': 11, 'Books': 13, 'Relationships': 4, 'Storytelling': 6, 'Self Improvement': 21, 'Climate Change': 4, 'Life Lessons': 4, 'Education': 2, 'Self-awareness': 7, 'LGBTQ': 1, 'Self': 4, 'Finance': 1, 'Food': 1}}",
223,medium1k_200,mpnet,mean,soft_cosine,knn_mst70,kmeans70,1.0,5.0,0.018,"{1: {'Art': 4, 'Psychology': 3, 'Writing': 1}, 2: {'CLUSTER': 69, 'Productivity': 18, 'Entrepreneurship': 17, 'Business': 19, 'Technology': 33, 'Health': 26, 'Art': 25, 'Mental Health': 22, 'Psychology': 22, 'Entertainment': 6, 'Work': 8, 'Writing': 19, 'Science': 23, 'Coronavirus': 6, 'Life Lessons': 4}, 3: {'Productivity': 59, 'Entrepreneurship': 33, 'Business': 33, 'Technology': 55, 'Mental Health': 37, 'Health': 47, 'Psychology': 40, 'Entertainment': 8, 'Art': 67, 'Life': 6, 'Writing': 70, 'Books': 14, 'Work': 9, 'Education': 2, 'Self Improvement': 21, 'Lifestyle': 8, 'Science': 42, 'Society': 11, 'Self': 4, 'Marketing': 27, 'Storytelling': 6, 'Food': 1, 'Culture': 9, 'Writing Tips': 5, 'Climate Change': 4, 'Coronavirus': 13, 'Covid 19': 6, 'Self-awareness': 7, 'Relationships': 4, 'LGBTQ': 1, 'Life Lessons': 4, 'Finance': 1}}",
224,medium1k_200,mpnet,mean,soft_cosine,knn_mst70,kmeans70,2.0,69.0,0.255,"{1: {'Art': 4, 'Psychology': 3, 'Writing': 1}, 2: {'CLUSTER': 69, 'Productivity': 18, 'Entrepreneurship': 17, 'Business': 19, 'Technology': 33, 'Health': 26, 'Art': 25, 'Mental Health': 22, 'Psychology': 22, 'Entertainment': 6, 'Work': 8, 'Writing': 19, 'Science': 23, 'Coronavirus': 6, 'Life Lessons': 4}, 3: {'Productivity': 59, 'Entrepreneurship': 33, 'Business': 33, 'Technology': 55, 'Mental Health': 37, 'Health': 47, 'Psychology': 40, 'Entertainment': 8, 'Art': 67, 'Life': 6, 'Writing': 70, 'Books': 14, 'Work': 9, 'Education': 2, 'Self Improvement': 21, 'Lifestyle': 8, 'Science': 42, 'Society': 11, 'Self': 4, 'Marketing': 27, 'Storytelling': 6, 'Food': 1, 'Culture': 9, 'Writing Tips': 5, 'Climate Change': 4, 'Coronavirus': 13, 'Covid 19': 6, 'Self-awareness': 7, 'Relationships': 4, 'LGBTQ': 1, 'Life Lessons': 4, 'Finance': 1}}",
225,medium1k_200,mpnet,mean,soft_cosine,knn_mst70,kmeans70,3.0,194.0,0.716,"{1: {'Art': 4, 'Psychology': 3, 'Writing': 1}, 2: {'CLUSTER': 69, 'Productivity': 18, 'Entrepreneurship': 17, 'Business': 19, 'Technology': 33, 'Health': 26, 'Art': 25, 'Mental Health': 22, 'Psychology': 22, 'Entertainment': 6, 'Work': 8, 'Writing': 19, 'Science': 23, 'Coronavirus': 6, 'Life Lessons': 4}, 3: {'Productivity': 59, 'Entrepreneurship': 33, 'Business': 33, 'Technology': 55, 'Mental Health': 37, 'Health': 47, 'Psychology': 40, 'Entertainment': 8, 'Art': 67, 'Life': 6, 'Writing': 70, 'Books': 14, 'Work': 9, 'Education': 2, 'Self Improvement': 21, 'Lifestyle': 8, 'Science': 42, 'Society': 11, 'Self': 4, 'Marketing': 27, 'Storytelling': 6, 'Food': 1, 'Culture': 9, 'Writing Tips': 5, 'Climate Change': 4, 'Coronavirus': 13, 'Covid 19': 6, 'Self-awareness': 7, 'Relationships': 4, 'LGBTQ': 1, 'Life Lessons': 4, 'Finance': 1}}",
226,medium1k_200,mpnet,mean,soft_cosine,knn_mst70,gmm50,1.0,4.0,0.016,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'CLUSTER': 49, 'Health': 22, 'Productivity': 16, 'Entrepreneurship': 11, 'Mental Health': 17, 'Psychology': 18, 'Science': 16, 'Self Improvement': 11}, 3: {'Technology': 56, 'Storytelling': 6, 'Relationships': 4, 'Health': 45, 'Culture': 9, 'Books': 14, 'Entrepreneurship': 33, 'Writing': 71, 'Productivity': 61, 'Marketing': 27, 'Art': 71, 'Mental Health': 35, 'Psychology': 42, 'Science': 41, 'Self Improvement': 18, 'Lifestyle': 8, 'Climate Change': 4, 'Writing Tips': 5, 'Business': 34, 'Work': 10, 'Entertainment': 9, 'Life': 6, 'Education': 2, 'Self-awareness': 7, 'Society': 11, 'Self': 4, 'Covid 19': 6, 'Coronavirus': 14, 'LGBTQ': 1, 'Life Lessons': 5, 'Finance': 1, 'Food': 1}}",
227,medium1k_200,mpnet,mean,soft_cosine,knn_mst70,gmm50,2.0,49.0,0.195,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'CLUSTER': 49, 'Health': 22, 'Productivity': 16, 'Entrepreneurship': 11, 'Mental Health': 17, 'Psychology': 18, 'Science': 16, 'Self Improvement': 11}, 3: {'Technology': 56, 'Storytelling': 6, 'Relationships': 4, 'Health': 45, 'Culture': 9, 'Books': 14, 'Entrepreneurship': 33, 'Writing': 71, 'Productivity': 61, 'Marketing': 27, 'Art': 71, 'Mental Health': 35, 'Psychology': 42, 'Science': 41, 'Self Improvement': 18, 'Lifestyle': 8, 'Climate Change': 4, 'Writing Tips': 5, 'Business': 34, 'Work': 10, 'Entertainment': 9, 'Life': 6, 'Education': 2, 'Self-awareness': 7, 'Society': 11, 'Self': 4, 'Covid 19': 6, 'Coronavirus': 14, 'LGBTQ': 1, 'Life Lessons': 5, 'Finance': 1, 'Food': 1}}",
228,medium1k_200,mpnet,mean,soft_cosine,knn_mst70,gmm50,3.0,196.0,0.781,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3}, 2: {'CLUSTER': 49, 'Health': 22, 'Productivity': 16, 'Entrepreneurship': 11, 'Mental Health': 17, 'Psychology': 18, 'Science': 16, 'Self Improvement': 11}, 3: {'Technology': 56, 'Storytelling': 6, 'Relationships': 4, 'Health': 45, 'Culture': 9, 'Books': 14, 'Entrepreneurship': 33, 'Writing': 71, 'Productivity': 61, 'Marketing': 27, 'Art': 71, 'Mental Health': 35, 'Psychology': 42, 'Science': 41, 'Self Improvement': 18, 'Lifestyle': 8, 'Climate Change': 4, 'Writing Tips': 5, 'Business': 34, 'Work': 10, 'Entertainment': 9, 'Life': 6, 'Education': 2, 'Self-awareness': 7, 'Society': 11, 'Self': 4, 'Covid 19': 6, 'Coronavirus': 14, 'LGBTQ': 1, 'Life Lessons': 5, 'Finance': 1, 'Food': 1}}",
229,medium1k_200,mpnet,mean,soft_cosine,knn_mst70,gmm70,1.0,2.0,0.007,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1}, 2: {'CLUSTER': 69, 'Health': 27, 'Science': 22, 'Productivity': 20, 'Psychology': 26, 'Mental Health': 22, 'Self Improvement': 10}, 3: {'Technology': 56, 'Health': 47, 'Science': 43, 'Lifestyle': 8, 'Productivity': 62, 'Coronavirus': 14, 'Life': 6, 'Psychology': 42, 'Mental Health': 36, 'Marketing': 27, 'Business': 34, 'Art': 71, 'Writing': 71, 'Culture': 9, 'Relationships': 4, 'Society': 11, 'Entrepreneurship': 34, 'Entertainment': 9, 'Life Lessons': 5, 'Self Improvement': 19, 'Self-awareness': 7, 'Work': 10, 'Finance': 1, 'Writing Tips': 5, 'Food': 1, 'Covid 19': 6, 'Self': 4, 'LGBTQ': 1, 'Climate Change': 4, 'Books': 14, 'Storytelling': 6, 'Education': 2}}",
230,medium1k_200,mpnet,mean,soft_cosine,knn_mst70,gmm70,2.0,69.0,0.255,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1}, 2: {'CLUSTER': 69, 'Health': 27, 'Science': 22, 'Productivity': 20, 'Psychology': 26, 'Mental Health': 22, 'Self Improvement': 10}, 3: {'Technology': 56, 'Health': 47, 'Science': 43, 'Lifestyle': 8, 'Productivity': 62, 'Coronavirus': 14, 'Life': 6, 'Psychology': 42, 'Mental Health': 36, 'Marketing': 27, 'Business': 34, 'Art': 71, 'Writing': 71, 'Culture': 9, 'Relationships': 4, 'Society': 11, 'Entrepreneurship': 34, 'Entertainment': 9, 'Life Lessons': 5, 'Self Improvement': 19, 'Self-awareness': 7, 'Work': 10, 'Finance': 1, 'Writing Tips': 5, 'Food': 1, 'Covid 19': 6, 'Self': 4, 'LGBTQ': 1, 'Climate Change': 4, 'Books': 14, 'Storytelling': 6, 'Education': 2}}",
231,medium1k_200,mpnet,mean,soft_cosine,knn_mst70,gmm70,3.0,198.0,0.731,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1}, 2: {'CLUSTER': 69, 'Health': 27, 'Science': 22, 'Productivity': 20, 'Psychology': 26, 'Mental Health': 22, 'Self Improvement': 10}, 3: {'Technology': 56, 'Health': 47, 'Science': 43, 'Lifestyle': 8, 'Productivity': 62, 'Coronavirus': 14, 'Life': 6, 'Psychology': 42, 'Mental Health': 36, 'Marketing': 27, 'Business': 34, 'Art': 71, 'Writing': 71, 'Culture': 9, 'Relationships': 4, 'Society': 11, 'Entrepreneurship': 34, 'Entertainment': 9, 'Life Lessons': 5, 'Self Improvement': 19, 'Self-awareness': 7, 'Work': 10, 'Finance': 1, 'Writing Tips': 5, 'Food': 1, 'Covid 19': 6, 'Self': 4, 'LGBTQ': 1, 'Climate Change': 4, 'Books': 14, 'Storytelling': 6, 'Education': 2}}",
232,medium1k_200,mpnet,mean,soft_cosine,threshold0.5,kmeans50,1.0,12.0,0.048,"{1: {'Art': 5, 'Writing': 2, 'Psychology': 4, 'Technology': 4, 'Coronavirus': 1, 'Health': 1, 'Science': 1}, 2: {'Productivity': 13, 'Work': 5, 'Art': 17, 'CLUSTER': 44, 'Writing': 12, 'Entrepreneurship': 12, 'Psychology': 21, 'Coronavirus': 5, 'Health': 22, 'Mental Health': 18, 'Science': 19, 'Technology': 24, 'Business': 14, 'Life Lessons': 3, 'Books': 6, 'Entertainment': 6}, 3: {'Productivity': 55, 'Work': 8, 'Art': 66, 'Writing': 69, 'Entrepreneurship': 33, 'Marketing': 27, 'Self-awareness': 7, 'Finance': 1, 'Self Improvement': 21, 'Writing Tips': 5, 'Psychology': 39, 'CLUSTER': 5, 'Coronavirus': 12, 'Mental Health': 36, 'Science': 40, 'Health': 46, 'Covid 19': 6, 'Society': 11, 'Culture': 9, 'LGBTQ': 1, 'Technology': 46, 'Business': 32, 'Books': 13, 'Life': 5, 'Storytelling': 6, 'Life Lessons': 4, 'Self': 4, 'Lifestyle': 8, 'Climate Change': 4, 'Entertainment': 8, 'Relationships': 4, 'Education': 2, 'Food': 1}}",
233,medium1k_200,mpnet,mean,soft_cosine,threshold0.5,kmeans50,2.0,44.0,0.175,"{1: {'Art': 5, 'Writing': 2, 'Psychology': 4, 'Technology': 4, 'Coronavirus': 1, 'Health': 1, 'Science': 1}, 2: {'Productivity': 13, 'Work': 5, 'Art': 17, 'CLUSTER': 44, 'Writing': 12, 'Entrepreneurship': 12, 'Psychology': 21, 'Coronavirus': 5, 'Health': 22, 'Mental Health': 18, 'Science': 19, 'Technology': 24, 'Business': 14, 'Life Lessons': 3, 'Books': 6, 'Entertainment': 6}, 3: {'Productivity': 55, 'Work': 8, 'Art': 66, 'Writing': 69, 'Entrepreneurship': 33, 'Marketing': 27, 'Self-awareness': 7, 'Finance': 1, 'Self Improvement': 21, 'Writing Tips': 5, 'Psychology': 39, 'CLUSTER': 5, 'Coronavirus': 12, 'Mental Health': 36, 'Science': 40, 'Health': 46, 'Covid 19': 6, 'Society': 11, 'Culture': 9, 'LGBTQ': 1, 'Technology': 46, 'Business': 32, 'Books': 13, 'Life': 5, 'Storytelling': 6, 'Life Lessons': 4, 'Self': 4, 'Lifestyle': 8, 'Climate Change': 4, 'Entertainment': 8, 'Relationships': 4, 'Education': 2, 'Food': 1}}",
234,medium1k_200,mpnet,mean,soft_cosine,threshold0.5,kmeans50,3.0,186.0,0.741,"{1: {'Art': 5, 'Writing': 2, 'Psychology': 4, 'Technology': 4, 'Coronavirus': 1, 'Health': 1, 'Science': 1}, 2: {'Productivity': 13, 'Work': 5, 'Art': 17, 'CLUSTER': 44, 'Writing': 12, 'Entrepreneurship': 12, 'Psychology': 21, 'Coronavirus': 5, 'Health': 22, 'Mental Health': 18, 'Science': 19, 'Technology': 24, 'Business': 14, 'Life Lessons': 3, 'Books': 6, 'Entertainment': 6}, 3: {'Productivity': 55, 'Work': 8, 'Art': 66, 'Writing': 69, 'Entrepreneurship': 33, 'Marketing': 27, 'Self-awareness': 7, 'Finance': 1, 'Self Improvement': 21, 'Writing Tips': 5, 'Psychology': 39, 'CLUSTER': 5, 'Coronavirus': 12, 'Mental Health': 36, 'Science': 40, 'Health': 46, 'Covid 19': 6, 'Society': 11, 'Culture': 9, 'LGBTQ': 1, 'Technology': 46, 'Business': 32, 'Books': 13, 'Life': 5, 'Storytelling': 6, 'Life Lessons': 4, 'Self': 4, 'Lifestyle': 8, 'Climate Change': 4, 'Entertainment': 8, 'Relationships': 4, 'Education': 2, 'Food': 1}}",
235,medium1k_200,mpnet,mean,soft_cosine,threshold0.5,kmeans70,1.0,11.0,0.041,"{1: {'Art': 4, 'Psychology': 3, 'Writing': 1, 'Technology': 6}, 2: {'Productivity': 15, 'Work': 8, 'Art': 25, 'CLUSTER': 57, 'Writing': 19, 'Entrepreneurship': 16, 'Coronavirus': 6, 'Health': 26, 'Mental Health': 22, 'Psychology': 22, 'Science': 23, 'Technology': 22, 'Business': 16, 'Entertainment': 6, 'Life Lessons': 4}, 3: {'Productivity': 58, 'Work': 9, 'Art': 67, 'Writing': 70, 'Entrepreneurship': 33, 'Marketing': 27, 'Self-awareness': 7, 'Finance': 1, 'Writing Tips': 5, 'CLUSTER': 12, 'Coronavirus': 13, 'Health': 47, 'Science': 42, 'Covid 19': 6, 'Mental Health': 37, 'Society': 11, 'Psychology': 40, 'Culture': 9, 'Technology': 38, 'Climate Change': 4, 'Business': 30, 'Storytelling': 6, 'Self Improvement': 21, 'Books': 14, 'Food': 1, 'Entertainment': 8, 'Lifestyle': 8, 'Life Lessons': 4, 'Life': 6, 'Self': 4, 'Relationships': 4, 'Education': 2, 'LGBTQ': 1}}",
236,medium1k_200,mpnet,mean,soft_cosine,threshold0.5,kmeans70,2.0,57.0,0.21,"{1: {'Art': 4, 'Psychology': 3, 'Writing': 1, 'Technology': 6}, 2: {'Productivity': 15, 'Work': 8, 'Art': 25, 'CLUSTER': 57, 'Writing': 19, 'Entrepreneurship': 16, 'Coronavirus': 6, 'Health': 26, 'Mental Health': 22, 'Psychology': 22, 'Science': 23, 'Technology': 22, 'Business': 16, 'Entertainment': 6, 'Life Lessons': 4}, 3: {'Productivity': 58, 'Work': 9, 'Art': 67, 'Writing': 70, 'Entrepreneurship': 33, 'Marketing': 27, 'Self-awareness': 7, 'Finance': 1, 'Writing Tips': 5, 'CLUSTER': 12, 'Coronavirus': 13, 'Health': 47, 'Science': 42, 'Covid 19': 6, 'Mental Health': 37, 'Society': 11, 'Psychology': 40, 'Culture': 9, 'Technology': 38, 'Climate Change': 4, 'Business': 30, 'Storytelling': 6, 'Self Improvement': 21, 'Books': 14, 'Food': 1, 'Entertainment': 8, 'Lifestyle': 8, 'Life Lessons': 4, 'Life': 6, 'Self': 4, 'Relationships': 4, 'Education': 2, 'LGBTQ': 1}}",
237,medium1k_200,mpnet,mean,soft_cosine,threshold0.5,kmeans70,3.0,188.0,0.694,"{1: {'Art': 4, 'Psychology': 3, 'Writing': 1, 'Technology': 6}, 2: {'Productivity': 15, 'Work': 8, 'Art': 25, 'CLUSTER': 57, 'Writing': 19, 'Entrepreneurship': 16, 'Coronavirus': 6, 'Health': 26, 'Mental Health': 22, 'Psychology': 22, 'Science': 23, 'Technology': 22, 'Business': 16, 'Entertainment': 6, 'Life Lessons': 4}, 3: {'Productivity': 58, 'Work': 9, 'Art': 67, 'Writing': 70, 'Entrepreneurship': 33, 'Marketing': 27, 'Self-awareness': 7, 'Finance': 1, 'Writing Tips': 5, 'CLUSTER': 12, 'Coronavirus': 13, 'Health': 47, 'Science': 42, 'Covid 19': 6, 'Mental Health': 37, 'Society': 11, 'Psychology': 40, 'Culture': 9, 'Technology': 38, 'Climate Change': 4, 'Business': 30, 'Storytelling': 6, 'Self Improvement': 21, 'Books': 14, 'Food': 1, 'Entertainment': 8, 'Lifestyle': 8, 'Life Lessons': 4, 'Life': 6, 'Self': 4, 'Relationships': 4, 'Education': 2, 'LGBTQ': 1}}",
238,medium1k_200,mpnet,mean,soft_cosine,threshold0.5,gmm50,1.0,13.0,0.052,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3, 'Technology': 5, 'Writing': 4, 'Entrepreneurship': 2, 'Business': 2, 'Marketing': 3}, 2: {'CLUSTER': 43, 'Productivity': 14, 'Self Improvement': 10, 'Entrepreneurship': 10, 'Psychology': 18, 'Health': 22, 'Science': 16, 'Mental Health': 17}, 3: {'Writing': 67, 'Productivity': 60, 'Art': 68, 'Books': 14, 'Self Improvement': 18, 'Marketing': 24, 'Writing Tips': 5, 'CLUSTER': 6, 'Entrepreneurship': 30, 'Self-awareness': 7, 'Finance': 1, 'Psychology': 42, 'Technology': 47, 'Society': 11, 'Education': 2, 'Lifestyle': 8, 'Climate Change': 4, 'Science': 41, 'Health': 45, 'Coronavirus': 14, 'Mental Health': 35, 'Entertainment': 9, 'Storytelling': 6, 'Life Lessons': 5, 'Business': 30, 'Work': 10, 'Life': 6, 'Self': 4, 'Covid 19': 6, 'Culture': 9, 'LGBTQ': 1, 'Relationships': 4, 'Food': 1}}",
239,medium1k_200,mpnet,mean,soft_cosine,threshold0.5,gmm50,2.0,43.0,0.171,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3, 'Technology': 5, 'Writing': 4, 'Entrepreneurship': 2, 'Business': 2, 'Marketing': 3}, 2: {'CLUSTER': 43, 'Productivity': 14, 'Self Improvement': 10, 'Entrepreneurship': 10, 'Psychology': 18, 'Health': 22, 'Science': 16, 'Mental Health': 17}, 3: {'Writing': 67, 'Productivity': 60, 'Art': 68, 'Books': 14, 'Self Improvement': 18, 'Marketing': 24, 'Writing Tips': 5, 'CLUSTER': 6, 'Entrepreneurship': 30, 'Self-awareness': 7, 'Finance': 1, 'Psychology': 42, 'Technology': 47, 'Society': 11, 'Education': 2, 'Lifestyle': 8, 'Climate Change': 4, 'Science': 41, 'Health': 45, 'Coronavirus': 14, 'Mental Health': 35, 'Entertainment': 9, 'Storytelling': 6, 'Life Lessons': 5, 'Business': 30, 'Work': 10, 'Life': 6, 'Self': 4, 'Covid 19': 6, 'Culture': 9, 'LGBTQ': 1, 'Relationships': 4, 'Food': 1}}",
240,medium1k_200,mpnet,mean,soft_cosine,threshold0.5,gmm50,3.0,186.0,0.741,"{1: {'Health': 4, 'Science': 3, 'Self Improvement': 3, 'Mental Health': 3, 'Technology': 5, 'Writing': 4, 'Entrepreneurship': 2, 'Business': 2, 'Marketing': 3}, 2: {'CLUSTER': 43, 'Productivity': 14, 'Self Improvement': 10, 'Entrepreneurship': 10, 'Psychology': 18, 'Health': 22, 'Science': 16, 'Mental Health': 17}, 3: {'Writing': 67, 'Productivity': 60, 'Art': 68, 'Books': 14, 'Self Improvement': 18, 'Marketing': 24, 'Writing Tips': 5, 'CLUSTER': 6, 'Entrepreneurship': 30, 'Self-awareness': 7, 'Finance': 1, 'Psychology': 42, 'Technology': 47, 'Society': 11, 'Education': 2, 'Lifestyle': 8, 'Climate Change': 4, 'Science': 41, 'Health': 45, 'Coronavirus': 14, 'Mental Health': 35, 'Entertainment': 9, 'Storytelling': 6, 'Life Lessons': 5, 'Business': 30, 'Work': 10, 'Life': 6, 'Self': 4, 'Covid 19': 6, 'Culture': 9, 'LGBTQ': 1, 'Relationships': 4, 'Food': 1}}",
241,medium1k_200,mpnet,mean,soft_cosine,threshold0.5,gmm70,1.0,11.0,0.041,"{1: {'Mental Health': 2, 'Health': 2, 'Self Improvement': 2, 'Science': 1, 'Writing': 4, 'Entrepreneurship': 3, 'Business': 5, 'Marketing': 3, 'Technology': 2}, 2: {'CLUSTER': 47, 'Productivity': 16, 'Self Improvement': 9, 'Psychology': 25, 'Science': 20, 'Health': 24, 'Mental Health': 21}, 3: {'Writing': 67, 'Productivity': 61, 'Art': 69, 'Books': 14, 'Self Improvement': 19, 'Marketing': 24, 'Writing Tips': 5, 'CLUSTER': 22, 'Entrepreneurship': 26, 'Psychology': 41, 'Technology': 47, 'Entertainment': 9, 'Work': 10, 'Science': 43, 'Mental Health': 35, 'Health': 45, 'Climate Change': 3, 'Business': 22, 'Coronavirus': 13, 'Society': 10, 'Self': 4, 'Covid 19': 6, 'Culture': 9, 'LGBTQ': 1, 'Storytelling': 5, 'Self-awareness': 7, 'Life Lessons': 5, 'Life': 6, 'Lifestyle': 5, 'Education': 2, 'Food': 1, 'Finance': 1, 'Relationships': 4}}",
